,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1921.73,2.88,0.0,0.67,21.25,0.0,0
nobias,1922.11,2.21,0.38,0.33,21.62,2.16,0
multiplicative,1923.09,2.67,1.35,0.0,21.56,1.53,0
