,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2619.74,5.43,0.0,1.0,33.08,0.0,1
GLAM,2624.04,4.75,4.3,0.0,33.72,3.75,0
nobias,2754.93,2.99,135.19,0.0,27.52,18.6,0
