,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1662.65,3.51,0.0,0.99,23.74,0.0,0
GLAM,1665.0,3.61,2.34,0.0,23.92,2.79,0
nobias,1679.15,2.97,16.5,0.01,24.1,8.43,0
