,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1663.55,7.13,0.0,0.58,24.39,0.0,1
nobias,1664.09,4.05,0.55,0.42,23.38,9.05,0
GLAM,1664.24,5.05,0.7,0.0,23.58,4.88,1
