,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,21404.47,4.26,0.0,0.61,93.93,0.0,0
multiplicative,21406.37,4.32,1.9,0.39,93.25,6.11,0
nobias,21448.58,3.3,44.11,0.0,94.59,14.28,0
