,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1572.65,5.96,0.0,0.52,23.77,0.0,0
additive,1572.77,4.85,0.13,0.48,23.69,4.04,0
nobias,1580.08,4.59,7.44,0.0,24.55,6.61,0
