,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1678.71,3.72,0.0,0.73,22.57,0.0,0
GLAM,1679.65,3.62,0.94,0.0,22.72,1.38,1
nobias,1681.22,2.39,2.51,0.27,22.84,4.95,0
