,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1533.35,3.75,0.0,0.48,22.94,0.0,0
GLAM,1533.48,4.45,0.13,0.52,23.44,4.79,0
nobias,1660.58,2.49,127.23,0.0,19.13,18.74,0
