,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1921.57,2.83,0.0,0.74,21.3,0.0,0
nobias,1922.11,2.21,0.54,0.26,21.62,2.15,0
GLAM,1923.09,2.67,1.51,0.0,21.56,1.52,0
