,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1609.09,4.14,0.0,0.8,20.2,0.0,0
GLAM,1613.95,4.96,4.86,0.2,20.79,5.75,0
nobias,1644.71,2.76,35.62,0.0,18.58,10.83,0
