,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,18872.46,3.87,0.0,0.65,83.01,0.0,0
multiplicative,18881.63,3.29,9.17,0.35,83.1,11.18,0
nobias,19145.49,3.14,273.03,0.0,78.91,33.87,0
