,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1534.55,4.78,0.0,0.84,19.42,0.0,0
GLAM,1540.38,5.65,5.83,0.0,20.61,3.47,1
nobias,1547.81,3.77,13.26,0.16,20.88,9.05,0
