,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,23794.17,4.06,0.0,0.71,102.95,0.0,0
additive,23798.82,3.81,4.65,0.18,103.13,6.94,0
nobias,23832.5,2.61,38.33,0.11,101.95,15.01,0
