,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,15396.96,4.42,0.0,0.93,90.12,0.0,0
GLAM,15449.98,5.34,53.02,0.07,88.83,15.79,0
nobias,15801.31,3.46,404.35,0.0,89.86,37.51,0
