,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1732.34,4.13,0.0,0.28,20.9,0.0,0
GLAM,1733.86,4.65,1.52,0.63,21.53,5.47,0
nobias,1800.61,2.36,68.27,0.09,23.21,16.8,0
