,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
nobias,1451.74,3.43,0.0,0.68,14.54,0.0,0
GLAM,1452.55,4.66,0.81,0.32,14.95,3.01,0
additive,1453.2,4.68,1.47,0.0,14.55,2.29,0
