,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1258.13,3.94,0.0,0.78,22.43,0.0,0
additive,1260.01,4.23,1.88,0.0,22.34,1.1,0
nobias,1260.34,3.15,2.22,0.22,21.95,4.0,0
