,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2571.97,4.78,0.0,1.0,30.22,0.0,0
multiplicative,2579.85,5.35,7.88,0.0,30.32,3.24,0
nobias,2603.38,5.09,31.41,0.0,32.56,10.84,0
