,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1541.68,3.71,0.0,0.56,23.75,0.0,0
GLAM,1541.95,3.79,0.27,0.44,24.31,2.75,0
nobias,1584.61,2.67,42.93,0.0,22.96,12.72,0
