,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,22766.06,4.02,0.0,0.57,98.32,0.0,0
GLAM,22768.99,3.73,2.94,0.43,98.99,9.3,0
nobias,22906.31,2.73,140.25,0.0,97.84,23.56,0
