,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,1892.62,3.54,0.0,0.83,17.32,0.0,0
nobias,1896.62,2.31,4.0,0.0,16.96,4.91,0
GLAM,1897.91,2.34,5.29,0.17,16.68,5.67,0
