,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
GLAM,1504.32,4.72,0.0,0.66,28.4,0.0,0
additive,1507.52,4.59,3.2,0.3,27.99,6.89,0
nobias,1569.78,3.1,65.46,0.04,22.55,16.5,0
