,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
nobias,1649.04,2.93,0.0,0.63,22.96,0.0,0
multiplicative,1649.59,3.76,0.55,0.37,23.26,2.93,0
additive,1650.83,4.12,1.79,0.0,23.07,1.84,0
