,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,22619.18,5.44,0.0,0.87,108.55,0.0,0
GLAM,22624.6,5.1,5.42,0.13,108.36,5.44,0
nobias,22675.69,4.27,56.51,0.0,107.0,15.01,0
