,WAIC,pWAIC,dWAIC,weight,SE,dSE,var_warn
additive,2007.07,4.14,0.0,0.88,19.45,0.0,0
GLAM,2008.79,3.98,1.72,0.09,19.67,3.06,0
nobias,2018.81,3.19,11.75,0.03,19.8,7.33,0
