,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
nobias,1632.4,3.24,0.0,0.62,24.69,0.0,0
multiplicative,1633.18,4.2,0.78,0.38,25.27,3.36,0
additive,1635.29,5.53,2.89,0.0,24.21,1.48,0
