,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,2859.69,3.72,0.0,0.94,27.96,0.0,0
multiplicative,2864.14,5.19,4.46,0.0,28.71,3.28,0
nobias,2923.3,3.2,63.62,0.06,25.39,16.57,0
