,LOO,pLOO,dLOO,weight,SE,dSE,shape_warn
additive,1568.98,3.86,0.0,0.76,23.1,0.0,0
multiplicative,1574.65,6.19,5.67,0.24,21.2,6.75,0
nobias,1590.22,3.89,21.24,0.0,24.07,7.53,0
