,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP
b,1.0,0.0,0.0,1.0,1.0,,,
p_error,0.05000000447034836,3.725290298461914e-09,7.450580596923829e-10,0.05000000074505806,0.05000000074505806,1.0000303698697386,0.9999899999499995,
v__0_0,2.102154195770852e-05,4.02301674753362e-07,8.075373422410422e-09,2.0212949935019364e-05,2.178989690984937e-05,2292.50666560789,1.0027351163141254,2.1e-05
gamma__0_0,-0.08919587830420848,0.024081838207109088,0.0003389489692071336,-0.13703579733531157,-0.04226151509063669,5265.960205359372,1.000139215029655,-0.09
s__0_0,0.006915686630573669,9.996759102155074e-05,1.4467864430038156e-06,0.006720062616247184,0.00711295660145197,4468.388401829549,1.0005973667066261,0.006923
tau__0_0,2.501771941461319,0.20199441423238823,0.00293350824761919,2.101805084790609,2.889641236841859,4153.008989704138,1.0010303800988134,2.47
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,
