,b,p_error,v__0_0,gamma__0_0,s__0_0,tau__0_0,t0__0_0
0,1.0,0.05,8.555583312686013e-05,18.077136452705474,0.006018409822113831,0.17293680093623923,0.0
1,1.0,0.05,8.555583312686013e-05,18.077136452705474,0.006018409822113831,0.17293680093623923,0.0
2,1.0,0.05,8.555583312686013e-05,18.077136452705474,0.006018409822113831,0.17293680093623923,0.0
3,1.0,0.05,8.555583312686013e-05,18.077136452705474,0.006018409822113831,0.17293680093623923,0.0
4,1.0,0.05,8.555583312686013e-05,18.077136452705474,0.006018409822113831,0.17293680093623923,0.0
5,1.0,0.05,8.846470160119116e-05,17.119509477483263,0.006018409822113831,0.17293680093623923,0.0
6,1.0,0.05,8.846470160119116e-05,17.119509477483263,0.006018409822113831,0.17293680093623923,0.0
7,1.0,0.05,8.846470160119116e-05,17.119509477483263,0.006018409822113831,0.17293680093623923,0.0
8,1.0,0.05,8.846470160119116e-05,17.119509477483263,0.006018409822113831,0.17293680093623923,0.0
9,1.0,0.05,8.846470160119116e-05,17.119509477483263,0.006018409822113831,0.17293680093623923,0.0
10,1.0,0.05,8.846470160119116e-05,17.119509477483263,0.006018409822113831,0.17293680093623923,0.0
11,1.0,0.05,8.846470160119116e-05,17.119509477483263,0.006018409822113831,0.17293680093623923,0.0
12,1.0,0.05,8.846470160119116e-05,17.119509477483263,0.006650292245482845,0.17293680093623923,0.0
13,1.0,0.05,8.846470160119116e-05,17.119509477483263,0.006650292245482845,0.17293680093623923,0.0
14,1.0,0.05,8.846470160119116e-05,17.68834704386326,0.006650292245482845,0.1686368805828432,0.0
15,1.0,0.05,8.846470160119116e-05,17.68834704386326,0.006650292245482845,0.17777357247169442,0.0
16,1.0,0.05,8.846470160119116e-05,17.68834704386326,0.006650292245482845,0.17777357247169442,0.0
17,1.0,0.05,8.846470160119116e-05,17.68834704386326,0.006650292245482845,0.17777357247169442,0.0
18,1.0,0.05,8.846470160119116e-05,17.68834704386326,0.006423455751037636,0.17777357247169442,0.0
19,1.0,0.05,8.846470160119116e-05,17.68834704386326,0.006423455751037636,0.17777357247169442,0.0
20,1.0,0.05,8.846470160119116e-05,16.790776016221187,0.006423455751037636,0.17777357247169442,0.0
21,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.006423455751037636,0.17777357247169442,0.0
22,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.006423455751037636,0.16665488690339247,0.0
23,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.006423455751037636,0.24194696926361473,0.0
24,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.006423455751037636,0.24194696926361473,0.0
25,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.005903050729232834,0.24194696926361473,0.0
26,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.005903050729232834,0.24194696926361473,0.0
27,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.005903050729232834,0.24194696926361473,0.0
28,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.005903050729232834,0.12115951062164108,0.0
29,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.005903050729232834,0.12115951062164108,0.0
30,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.005903050729232834,0.12115951062164108,0.0
31,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.006132744257424195,0.18643741040133346,0.0
32,1.0,0.05,8.846470160119116e-05,13.231401477958386,0.006132744257424195,0.18643741040133346,0.0
33,1.0,0.05,8.932852469603935e-05,13.231401477958386,0.006132744257424195,0.18643741040133346,0.0
