,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,,
v__0_0,5.774354303965856e-05,3.763168005541976e-06,8.654972250779678e-08,4.9662064480758176e-05,6.446912213151834e-05,1460.3964569497512,1.0017779858664413,5.8e-05,5.6000000000000006e-05
gamma__0_0,0.4857044905417931,0.21685102570709533,0.005639975374457909,0.10434430094334246,0.9126558595656213,1512.7964008622455,1.0007383311400813,0.34,0.23
s__0_0,0.007769329422861132,0.0005927629412728665,1.2854756065408447e-05,0.00658652321807459,0.008922739399957929,1497.5566814543397,1.0017717104384913,0.008089,0.008165
tau__0_0,0.3558572497041413,0.1147127739540807,0.0031283284120748227,0.17958941564454903,0.5919915690191282,1018.9173272994983,1.0040309939202166,0.29,0.55
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
