,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000447034836,3.725290298461914e-09,7.450580596923829e-10,0.05000000074505806,0.05000000074505806,1.0001503703406758,0.9999499987499374,,
v__0_0,1.9948680664460843e-05,1.7665443094549948e-06,5.400375182268804e-08,1.6296828924506324e-05,2.3057417464906454e-05,863.5952510567164,1.0011855375413643,2e-05,2e-05
gamma__0_0,0.3092500295760321,0.13424609047571642,0.0027141120725381906,0.05355155551697699,0.5794980658975621,2120.1719764499207,1.000020145923035,0.29,0.32
s__0_0,0.006355778274621919,0.00044589474817368984,1.3149347246691141e-05,0.005492188275197728,0.0072114346529245045,890.0878987727489,1.0000251025239693,0.006079,0.006599
tau__0_0,0.731257618390565,0.2548176519389101,0.0067515560075672425,0.30390332731679787,1.212764453595777,1052.1732546886801,1.0006523987844158,0.58,0.82
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
