,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,,
v__0_0,3.858310548047879e-05,2.17060313753607e-06,4.8793088487953467e-08,3.438889189631377e-05,4.3009779397907996e-05,1916.718016663492,0.999756795183264,3.8e-05,4.1e-05
gamma__0_0,-0.3049896364335695,0.06851584679249458,0.0013144278996686924,-0.4294572953630187,-0.16971575437607456,2278.219839941362,0.9998159951539428,-0.33,-0.09
s__0_0,0.007475684434117029,0.0005413118835173384,1.138533527801062e-05,0.006478702012088015,0.008576906888968762,2367.8668224070516,1.0001544809612302,0.00756,0.006804000000000001
tau__0_0,2.7359634208336177,0.9823646800444357,0.024402665479702833,1.2474860948911861,4.845400063596948,1698.8809085284583,0.9997598277704476,2.36,1.4
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
