,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000447034836,3.725290298461914e-09,7.450580596923829e-10,0.05000000074505806,0.05000000074505806,1.0001503703406758,0.9999499987499374,,
v__0_0,2.2872973018452832e-05,1.4634727830992378e-06,5.522954971555672e-08,2.0066239895487407e-05,2.5585359114087832e-05,627.2555160071607,1.0015413584662582,2.3e-05,2.1e-05
gamma__0_0,-0.38481082070544165,0.09953651707804607,0.0025383167814228206,-0.5938337868441135,-0.2020324607912123,1531.8649401908806,1.0001874345319337,-0.35,-0.37
s__0_0,0.006076733267750662,0.0003451279290413899,1.0901183495000803e-05,0.0053842847422405525,0.006730611416075616,891.8989631381538,1.0008253242669722,0.006047,0.006102000000000001
tau__0_0,1.2262770497641828,0.32628605387693027,0.010611018863121924,0.6567041528037951,1.8528007411621905,821.7880189253041,1.0013102437941181,1.1,1.41
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
