,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,,
v__0_0,3.8738701919960666e-05,3.7869977489270176e-06,7.226697074595994e-08,3.092294956776613e-05,4.566640454110919e-05,2276.1853385448744,0.999832844787312,3.8e-05,4.5e-05
gamma__0_0,-0.3235182318659543,0.18885158316315157,0.0037430953356755612,-0.775297399837676,-0.006967553986667596,2251.0773272911874,0.999968199701775,-0.32,0.0
s__0_0,0.010855697994270826,0.00071510402599929,1.4517803791976605e-05,0.009431957565265206,0.012225181208926671,2524.639475490205,0.9997534423837068,0.010723,0.00923
tau__0_0,1.6908712346855872,0.7854567623366725,0.0161885542382005,0.5527489372896067,3.346647305071878,1783.8824226256568,0.999865721745354,1.22,1.01
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
