,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,,
v__0_0,6.545743440346019e-05,3.1193830319187454e-06,6.712369634267983e-08,5.9313843076608606e-05,7.166936567519257e-05,1754.5892566344025,0.9999596943214655,6.5e-05,6.4e-05
gamma__0_0,0.6409214866383497,0.1261170642328083,0.0031435823358078015,0.4127350651914874,0.9044761095759242,1472.78886351847,0.9998801469710229,0.59,0.64
s__0_0,0.00623913959895099,0.00046327815851665956,9.11634977477518e-06,0.005392190415718854,0.00717735308455701,2126.4346651681903,0.9997797135519559,0.006163,0.006712
tau__0_0,0.4669197835421339,0.09995270601596393,0.0022384011841220237,0.29304115514487433,0.6683165396361543,1624.5662090746387,1.0002137147373256,0.43,0.51
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
