,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,,
v__0_0,5.445334237316597e-05,3.853170207102871e-06,8.789950289086561e-08,4.694235780936508e-05,6.190910810821241e-05,1769.0742846235744,1.0000410923178702,5.2e-05,5e-05
gamma__0_0,-1.033195006390556,0.09574493171142703,0.0021576232080836593,-1.2079421243375315,-0.8341724261133443,1961.424966707978,0.999763831048133,-1.06,-0.89
s__0_0,0.007889494892763674,0.0006257357235788736,1.417537279849324e-05,0.006711668108668735,0.009143914526077414,2227.42369460749,1.000203757064681,0.007546,0.008232999999999999
tau__0_0,2.2114557193362296,0.6719443199535525,0.015997950427312325,1.1539037982351799,3.6311146734480215,1391.98992688874,0.999770363257565,1.83,1.23
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
