,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,,
v__0_0,8.201765536552163e-05,4.377399519630676e-06,9.268277547685407e-08,7.39716342151156e-05,9.079483870715872e-05,2095.8181929315333,1.0010684474215166,8.3e-05,7.8e-05
gamma__0_0,-0.17407401704823225,0.07585678039404252,0.0014665959885636294,-0.3298891548272245,-0.03527032745537895,2814.5701812689767,0.9999893306006739,-0.17,-0.15
s__0_0,0.009073355656166557,0.000643794230181723,1.2715029828061116e-05,0.007898692502090217,0.01035938747582653,2391.017790713081,1.0004473694626985,0.008813,0.009396999999999999
tau__0_0,1.2463867005202238,0.2917808713958104,0.006314661210510002,0.7460498446067704,1.835187645119528,2092.5324659707117,1.0004032624937256,1.18,1.04
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
