,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000447034836,3.725290298461914e-09,7.450580596923829e-10,0.05000000074505806,0.05000000074505806,1.0001503703406758,0.9999499987499374,,
v__0_0,0.00012520608068360755,5.338721987249223e-06,2.30098970877549e-07,0.00011524779927623606,0.00013581687640494466,442.37046805560175,0.9999500032868158,0.000125,0.000131
gamma__0_0,0.7220190451266253,0.15625955514856268,0.003360765882898334,0.4497890896483643,0.9998282095146269,2334.7572841911065,1.0003844880182042,0.72,0.54
s__0_0,0.006939300722928286,0.0006184888884595883,2.059043214948847e-05,0.005824848890666127,0.008130306377003075,839.3192316639165,1.0005408173062211,0.006945,0.006332
tau__0_0,0.24939462519021705,0.05006132259901258,0.0019886986963312215,0.156600674409722,0.34698250351798565,535.0575206538202,1.000349744560748,0.24,0.26
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
