,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,,
v__0_0,7.89874415048826e-05,1.6047237756648595e-06,2.936408574850736e-08,7.597447243660393e-05,8.226488000789985e-05,2640.278173596776,0.9999345915492118,7.9e-05,7.7e-05
gamma__0_0,0.34663890393213365,0.07297050238444154,0.001291752630687266,0.20901350324299983,0.49030174145381267,3317.538589056097,0.9999457589799329,0.35,0.27
s__0_0,0.011553499103866263,0.00021520743182105578,3.950203009594037e-06,0.011158883708156226,0.011988293165725738,2866.623815851457,1.0007166264731922,0.011562,0.011781
tau__0_0,0.612487933070252,0.05999100768398507,0.0011141521164905678,0.49781820387764303,0.7283669765466461,2436.4829915308737,0.9998977156422756,0.62,0.71
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
