,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000447034836,3.725290298461914e-09,7.450580596923829e-10,0.05000000074505806,0.05000000074505806,1.0001503703406758,0.9999499987499374,,
v__0_0,9.463099663884626e-05,2.9134329385836296e-06,9.951783932496529e-08,8.955284043491105e-05,0.00010071324826005478,798.1505362604148,1.0031359884799798,9.5e-05,8.9e-05
gamma__0_0,-1.2448079572364945,2.136074644918877,0.06650866282566062,-6.111019420826942,0.999969149974385,872.8482123344143,1.0002340506717067,-0.0,0.65
s__0_0,0.005096985498640173,0.00036379716519272236,1.1620057537133829e-05,0.004560045704622989,0.005996295171297106,864.1659542687177,1.0006591715917625,0.005083,0.006601
tau__0_0,0.03184881482989036,0.020583871390169192,0.0006292174098244414,2.828216019710019e-05,0.06961327224872638,1029.274605353232,1.0006837871329304,0.02,0.09
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
