,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,,
v__0_0,3.956439171755523e-05,3.668225994624866e-06,9.097834931175323e-08,3.2278970423202636e-05,4.6511871363817265e-05,1700.4479468141897,1.000450862850264,3.9e-05,4.4e-05
gamma__0_0,-0.0015357084146688385,0.153971140700469,0.003735897362040884,-0.2758740125574217,0.31245822968827675,1486.9703772687901,1.0000359297239556,-0.08,0.19
s__0_0,0.009488066917829982,0.0007652408061733202,1.542231261261479e-05,0.008029735370480694,0.010984940674506762,2275.26218070861,1.000376012127709,0.009586,0.009533
tau__0_0,1.7338483391340027,0.8651802674349007,0.022159761434580004,0.5143644070774199,3.556382356506384,1469.9680376247438,1.000192572951342,1.19,0.86
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
