,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP,generating
b,1.0,0.0,0.0,1.0,1.0,,,,
p_error,0.05000000447034836,3.725290298461914e-09,7.450580596923829e-10,0.05000000074505806,0.05000000074505806,1.0001503703406758,0.9999499987499374,,
v__0_0,0.00012651114366384002,3.7666002326854797e-06,1.6640026871487987e-07,0.00011876940050381418,0.00013353386190713756,369.2893877463129,1.0130235241053107,0.000128,0.000125
gamma__0_0,0.5071722077642196,0.16729852845165538,0.0031846850002432412,0.1702186463017057,0.8268491021867277,2708.145352497357,1.0001463845245622,0.47,0.3
s__0_0,0.005890624894847183,0.000386229903470356,1.0137169547438715e-05,0.005187553975161945,0.006732859775157258,1132.0687918195124,1.0005570000767954,0.005703,0.006426
tau__0_0,0.2429222536552943,0.042514174966450026,0.001557327950135665,0.16393401890968606,0.32498989122386696,544.8615101066861,1.0081875652601289,0.24,0.22
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,,
