,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP
b,1.0,0.0,0.0,1.0,1.0,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,
v__0_0,0.00010398042847652148,3.7219678352226333e-06,8.824295811296715e-08,9.709765304982054e-05,0.00011123283301270533,2362.708569921708,0.9997633269752332,0.000104
gamma__0_0,8.407466712975692,1.2349367640463502,0.022614684800321076,6.0157637553665495,10.814727046730994,3128.2759945219636,0.9998161875174397,8.24
s__0_0,0.014078150032656367,0.00040284676096914425,8.144629206581921e-06,0.01323790739283813,0.014814582881303615,2656.454144159695,0.9998053462231153,0.014109
tau__0_0,0.2366637486006709,0.03163374309509661,0.0007341362506730366,0.1822063437587339,0.30266245302627703,2327.8677547854477,0.9998507502422848,0.23
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,
