,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat,MAP
b,1.0,0.0,0.0,1.0,1.0,,,
p_error,0.05000000819563866,7.450580596923828e-09,1.4901161193847657e-09,0.05000000074505806,0.05000000074505806,1.0007506866324938,0.9997499687421851,
v__0_0,8.426255015936223e-05,6.846156533705843e-06,1.5639121786135708e-07,7.131307744307204e-05,9.837884043216005e-05,1825.7796526477878,1.00082565606467,8.4e-05
gamma__0_0,0.7610823749751565,0.12525865748202594,0.0028314798940283605,0.5409981737700491,0.9958381152156921,1966.4678033638534,0.9997618693082219,0.79
s__0_0,0.010379974935967713,0.000840127086979656,1.882532046654591e-05,0.00879542938679225,0.012117372358110496,2029.793938709092,1.0001198777883757,0.01075
tau__0_0,0.5335070068378164,0.14727369279180133,0.0035865561941704266,0.2858621726672508,0.8237485406342686,1834.9991263618185,1.000693480012729,0.49
t0__0_0,0.0,0.0,0.0,0.0,0.0,,,
