subject,trial,choice,rt,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2,fixation_count,ndt,best_chosen,longest_chosen,value_left_minus_mean_others
0,49,1,1116,3,6,1,0.0,0.7216374269005847,0.2783625730994152,3,261.0,True,True,-0.5
0,50,0,1315,7,2,1,0.4883720930232558,0.29253365973072215,0.21909424724602203,4,498.0,True,True,5.5
0,51,2,1231,1,2,3,0.0,0.720160481444333,0.279839518555667,3,234.0,True,False,-1.5
0,52,2,1246,1,3,2,0.21283422459893048,0.5529411764705883,0.23422459893048128,4,311.0,False,False,-1.5
0,53,2,1005,3,1,2,0.31420373027259685,0.3428981348637016,0.3428981348637016,4,308.0,False,False,1.5
0,54,2,1100,3,1,2,0.24327628361858192,0.2200488997555012,0.5366748166259169,3,282.0,False,True,1.5
0,55,2,779,1,3,6,0.42216358839050133,0.0,0.5778364116094987,2,400.0,True,True,-3.5
0,56,1,1935,1,2,3,0.2756363636363636,0.37672727272727274,0.34763636363636363,5,560.0,False,True,-1.5
0,57,0,946,7,3,1,0.7923875432525952,0.0,0.20761245674740483,2,368.0,True,True,5.0
0,58,2,776,3,1,6,0.0,0.0,1.0,1,537.0,True,True,-0.5
0,59,1,1458,1,3,2,0.16624895572263992,0.6675020885547202,0.16624895572263992,4,261.0,True,True,-1.5
0,60,1,1411,1,3,2,0.19227053140096617,0.21159420289855072,0.5961352657004831,5,376.0,True,False,-1.5
0,61,2,971,3,1,2,0.5829846582984658,0.0,0.41701534170153415,2,254.0,False,False,1.5
0,62,2,1182,2,1,3,0.3726635514018692,0.2091121495327103,0.4182242990654206,4,326.0,True,True,0.0
0,63,2,1401,3,1,2,0.27736549165120594,0.24025974025974026,0.48237476808905383,4,323.0,False,True,1.5
0,64,0,984,7,3,1,0.48637015781922527,0.2568149210903874,0.2568149210903874,4,287.0,True,True,5.0
0,65,0,989,7,2,3,0.40086206896551724,0.3994252873563218,0.1997126436781609,4,293.0,True,True,4.5
0,66,2,1297,1,2,3,0.1326644370122631,0.443701226309922,0.4236343366778149,4,400.0,True,False,-1.5
0,67,2,1312,1,2,3,0.24020100502512562,0.24020100502512562,0.5195979899497487,4,317.0,True,True,-1.5
0,68,2,776,1,2,6,0.3508771929824561,0.0,0.6491228070175439,2,377.0,True,True,-3.0
0,69,1,1297,1,3,2,0.24414715719063546,0.5774804905239688,0.17837235228539577,3,400.0,True,True,-1.5
0,70,2,719,3,1,2,0.2125,0.25,0.5375,3,239.0,False,True,1.5
0,71,1,1230,1,3,2,0.20463320463320464,0.4877734877734878,0.3075933075933076,4,453.0,True,True,-1.5
0,72,1,821,3,7,1,0.25884543761638734,0.29608938547486036,0.4450651769087523,3,284.0,True,False,-1.0
0,73,0,1521,3,2,1,0.21215043394406943,0.3461909353905497,0.4416586306653809,5,484.0,True,False,1.5
0,74,0,1347,3,1,2,0.4904051172707889,0.3400852878464819,0.1695095948827292,4,409.0,True,True,1.5
0,75,2,778,1,3,2,0.0,0.5239043824701195,0.4760956175298805,2,276.0,False,False,-1.5
0,76,0,1239,3,1,2,0.40175219023779724,0.42428035043804757,0.1739674593241552,4,440.0,True,False,1.5
0,77,2,1031,1,3,6,0.0,0.25644329896907214,0.7435567010309279,2,255.0,True,True,-3.5
0,78,2,1521,2,1,3,0.15815815815815815,0.2802802802802803,0.5615615615615616,4,522.0,True,True,0.0
0,79,1,1114,1,7,3,0.0,0.7411545623836127,0.25884543761638734,2,577.0,True,True,-4.0
0,80,2,1059,1,3,6,0.0,0.2842857142857143,0.7157142857142857,2,359.0,True,True,-3.5
0,81,0,1501,3,1,2,0.456540825285338,0.29850746268656714,0.24495171202809482,5,362.0,True,True,1.5
0,82,2,1555,2,1,3,0.17502198768689534,0.5620052770448549,0.26297273526824977,5,418.0,True,False,0.0
0,83,0,1289,3,1,2,0.7861409796893668,0.0,0.21385902031063322,2,452.0,True,True,1.5
0,84,1,835,6,7,3,0.0,0.5376344086021505,0.46236559139784944,3,277.0,True,True,1.0
0,85,1,810,3,7,1,0.47607655502392343,0.0,0.5239234449760766,2,392.0,True,False,-1.0
0,86,2,1089,3,1,2,0.5495608531994981,0.17565872020075282,0.27478042659974905,3,292.0,False,False,1.5
0,87,2,1101,7,1,3,0.306803594351733,0.3324775353016688,0.3607188703465982,4,322.0,False,True,5.0
0,88,2,788,1,3,7,0.0,0.22160148975791433,0.7783985102420856,2,251.0,True,True,-4.0
0,89,2,706,1,2,3,0.18808777429467086,0.0,0.8119122257053292,2,387.0,True,True,-1.5
0,90,2,748,1,3,7,0.34868421052631576,0.17324561403508773,0.4780701754385965,3,292.0,True,True,-4.0
0,91,1,1246,1,3,2,0.41442542787286063,0.36552567237163813,0.2200488997555012,4,428.0,True,False,-1.5
0,92,2,974,1,3,2,0.03048780487804878,0.42378048780487804,0.5457317073170732,3,318.0,False,True,-1.5
0,93,2,988,1,3,2,0.3323170731707317,0.1524390243902439,0.5152439024390244,3,332.0,False,True,-1.5
0,94,0,1115,7,2,3,0.3751568381430364,0.24968632371392724,0.3751568381430364,4,318.0,True,True,4.5
0,95,2,1164,2,1,3,0.4421052631578947,0.2327485380116959,0.32514619883040935,4,309.0,True,False,0.0
0,96,0,1633,3,1,2,0.44154589371980674,0.13526570048309178,0.42318840579710143,4,598.0,True,True,1.5
0,97,0,1328,3,2,1,0.4891732283464567,0.35334645669291337,0.15748031496062992,4,312.0,True,True,1.5
0,98,2,779,3,1,7,0.28878281622911695,0.0,0.711217183770883,2,360.0,True,True,-1.0
0,99,1,2107,1,3,2,0.1360544217687075,0.5429808286951144,0.3209647495361781,6,490.0,True,True,-1.5
1,0,0,2925,5,1,3,0.5221518987341772,0.2974683544303797,0.18037974683544303,6,713.0,True,True,3.0
1,1,1,2889,1,6,5,0.3563318777292576,0.4606986899563319,0.18296943231441049,6,599.0,True,True,-4.5
1,2,0,1837,8,5,2,0.5820584144645341,0.19541029207232266,0.22253129346314326,4,399.0,True,True,4.5
1,3,2,5113,4,2,5,0.29062710721510454,0.23443470442796133,0.47493818835693413,9,664.0,True,True,0.5
1,4,0,2993,4,3,2,0.3481814466693911,0.46424192889252147,0.18757662443808745,5,546.0,True,False,1.5
1,5,0,2154,6,3,1,0.38344988344988346,0.23251748251748253,0.38403263403263405,6,438.0,True,False,4.0
1,6,1,1634,1,6,4,0.19670781893004116,0.37695473251028805,0.42633744855967076,4,419.0,True,False,-4.0
1,7,0,7260,3,4,1,0.38738451736221724,0.4221089518955081,0.1905065307422746,12,982.0,False,False,0.5
1,8,1,1251,2,6,4,0.4627594627594628,0.21978021978021978,0.31746031746031744,4,432.0,True,False,-3.0
1,9,0,2723,3,1,6,0.33316430020283977,0.21196754563894524,0.454868154158215,6,751.0,False,False,-0.5
1,10,2,6544,2,1,5,0.18213176957571575,0.3604691272852708,0.45739910313901344,10,746.0,True,True,-1.0
1,11,1,2648,3,8,1,0.21987951807228914,0.4497991967871486,0.33032128514056225,8,656.0,True,True,-1.5
1,12,1,1577,2,6,1,0.27699917559769166,0.4427040395713108,0.2802967848309975,3,364.0,True,True,-1.5
1,13,1,1741,2,6,4,0.31282820705176295,0.41785446361590395,0.2693173293323331,5,408.0,True,True,-3.0
1,14,0,2421,6,5,1,0.43830005120327703,0.3778801843317972,0.18381976446492576,5,468.0,True,True,3.0
1,15,1,1589,2,5,1,0.32698961937716264,0.3633217993079585,0.3096885813148789,4,433.0,True,True,-1.0
1,16,1,3724,5,6,4,0.807990089811087,0.11861257355218334,0.07339733663672963,5,495.0,True,False,0.0
1,17,2,3211,4,1,5,0.2736552807224185,0.11739301138594425,0.6089517078916372,5,664.0,True,True,1.0
1,18,2,2486,6,2,8,0.5813047711781889,0.11684518013631938,0.3018500486854917,5,432.0,True,False,1.0
1,19,1,2323,2,6,4,0.1244119184526921,0.6675378985886042,0.20805018295870362,5,410.0,True,True,-3.0
1,20,2,3523,3,4,5,0.3895224518888097,0.22024233784746972,0.3902352102637206,8,717.0,True,True,-1.5
1,21,1,1406,3,4,1,0.37725118483412323,0.3582938388625592,0.26445497630331755,4,351.0,True,False,0.5
1,22,1,5013,1,6,4,0.24879544459045116,0.3232588699080158,0.42794568550153306,6,447.0,True,False,-4.0
1,23,1,4202,1,3,2,0.3546223388743074,0.29075532225138523,0.3546223388743074,9,773.0,True,False,-1.5
1,24,0,1823,4,1,2,0.32470414201183434,0.4541420118343195,0.22115384615384615,5,471.0,True,False,2.5
1,25,1,1274,3,6,4,0.36507936507936506,0.31746031746031744,0.31746031746031744,4,455.0,True,False,-2.0
1,26,2,1347,3,1,5,0.27641408751334046,0.31910352187833513,0.4044823906083244,4,410.0,True,True,0.0
1,27,0,2246,6,3,1,0.28387925497752087,0.4091201027617213,0.30700064226075785,6,689.0,True,False,4.0
1,28,0,1323,4,2,3,0.2609170305676856,0.2390829694323144,0.5,4,407.0,True,False,1.5
1,29,1,2782,4,10,8,0.1563807531380753,0.42677824267782427,0.4168410041841004,8,870.0,True,True,-5.0
1,30,1,1750,6,2,5,0.20855213803450862,0.47861965491372843,0.31282820705176295,4,417.0,False,True,2.5
1,31,0,2167,8,2,1,0.644927536231884,0.2329988851727982,0.12207357859531773,5,373.0,True,True,6.5
1,32,2,1533,2,1,6,0.294987674609696,0.23007395234182415,0.47493837304847986,3,316.0,True,True,-1.5
1,33,1,2515,1,5,4,0.0780814277746793,0.7668711656441718,0.1550474065811489,4,722.0,True,True,-3.5
1,34,1,2470,4,5,1,0.33968891118916206,0.29001505268439537,0.3702960361264426,6,477.0,True,False,1.0
1,35,2,1939,5,3,10,0.26573426573426573,0.277177368086459,0.4570883661792753,5,366.0,True,True,-1.5
1,36,0,1280,8,1,2,0.32461873638344224,0.32788671023965144,0.3474945533769063,4,362.0,True,False,6.5
1,37,1,3113,5,2,1,0.5293249723349318,0.3972703799336038,0.0734046477314644,6,402.0,False,False,3.5
1,38,0,2580,2,5,6,0.2544094067343666,0.4901122394441475,0.2554783538214858,7,709.0,False,False,-3.5
1,39,0,2004,3,5,2,0.4936467598475222,0.24078780177890724,0.2655654383735705,4,430.0,False,True,-0.5
1,40,0,1256,3,2,4,0.4128540305010893,0.23965141612200436,0.3474945533769063,4,338.0,False,True,0.0
1,41,0,5224,2,3,1,0.45930232558139533,0.2487080103359173,0.29198966408268734,8,580.0,False,True,0.0
1,42,1,1718,2,4,5,0.15220949263502456,0.4075286415711948,0.4402618657937807,4,496.0,False,False,-2.5
1,43,0,2432,3,2,1,0.46941975953998955,0.19811813904861475,0.3324621014113957,6,519.0,True,True,1.5
1,44,1,2442,1,3,5,0.16840536512667661,0.395926477893691,0.4356681569796324,6,429.0,False,False,-3.0
1,45,0,886,8,3,2,0.4190871369294606,0.16597510373443983,0.4149377593360996,3,404.0,True,True,5.5
1,46,2,822,2,3,8,0.30828516377649323,0.1926782273603083,0.49903660886319845,3,303.0,True,True,-3.5
1,47,2,1910,3,1,6,0.3872659176029963,0.10486891385767791,0.5078651685393258,5,575.0,True,True,-0.5
1,48,0,1689,8,6,3,0.5374251497005988,0.19386227544910178,0.2687125748502994,4,353.0,True,True,3.5
1,49,2,1937,4,2,1,0.20228281547241597,0.5453392517438174,0.25237793278376663,4,360.0,False,False,2.5
1,50,0,3253,3,4,5,0.5148401826484018,0.07572298325722983,0.4094368340943683,6,625.0,False,True,-1.5
1,51,1,2797,3,1,2,0.1987295825771325,0.3312159709618875,0.47005444646098005,6,593.0,False,False,1.5
1,52,2,1090,5,2,6,0.17587939698492464,0.2751256281407035,0.5489949748743719,3,294.0,True,True,1.0
1,53,2,1248,4,6,8,0.24968632371392724,0.42534504391468003,0.32496863237139273,5,451.0,True,False,-3.0
1,54,1,2188,3,2,1,0.2700135685210312,0.55359565807327,0.17639077340569878,4,714.0,False,True,1.5
1,55,0,1629,5,2,1,0.4601910828025478,0.285828025477707,0.25398089171974525,3,373.0,True,True,3.5
1,56,1,4806,2,6,1,0.28482328482328484,0.2905405405405405,0.42463617463617465,9,958.0,True,False,-1.5
1,57,2,1313,6,2,3,0.15963060686015831,0.3944591029023747,0.44591029023746703,4,555.0,False,True,3.5
1,58,2,2745,3,2,1,0.24918642491864249,0.2408182240818224,0.5099953509995351,5,594.0,False,True,1.5
1,59,0,1220,4,1,2,0.558926487747958,0.2555425904317386,0.1855309218203034,3,363.0,True,True,2.5
1,60,0,3373,3,1,5,0.3820146392471244,0.3816660857441617,0.23631927500871383,6,504.0,False,True,0.0
1,61,2,990,5,6,10,0.033444816053511704,0.0,0.9665551839464883,2,392.0,True,True,-3.0
1,62,2,956,4,5,10,0.4070631970260223,0.0,0.5929368029739777,2,418.0,True,True,-3.5
1,63,2,2821,2,1,5,0.34688796680497924,0.2726141078838174,0.3804979253112033,5,411.0,True,True,-1.0
1,64,0,2449,5,3,2,0.40556660039761433,0.46570576540755465,0.12872763419483102,6,437.0,True,False,2.5
1,65,0,1725,8,6,2,0.5506190823015294,0.20320466132556445,0.24617625637290605,4,352.0,True,True,4.0
1,66,1,1636,1,10,2,0.23599320882852293,0.4083191850594228,0.35568760611205436,5,458.0,True,True,-5.0
1,67,0,1931,5,2,4,0.635685210312076,0.1078697421981004,0.2564450474898236,4,457.0,True,True,2.0
1,68,0,1590,6,4,5,0.5497907949790795,0.2,0.2502092050209205,4,395.0,True,True,1.5
1,69,1,1627,1,4,3,0.24164133738601823,0.5015197568389058,0.256838905775076,3,311.0,True,True,-2.5
1,70,1,1712,5,6,3,0.33307984790874523,0.48517110266159696,0.1817490494296578,5,397.0,True,True,0.5
1,71,0,1652,6,4,1,0.6342629482071713,0.20637450199203186,0.1593625498007968,4,397.0,True,True,3.5
1,72,2,3151,1,5,6,0.17554618627826754,0.22154082023763894,0.6029129934840936,7,542.0,True,True,-4.5
1,73,2,1544,6,2,4,0.4075975359342916,0.22484599589322382,0.3675564681724846,4,570.0,False,False,3.0
1,74,2,2532,4,6,5,0.08858267716535433,0.5684055118110236,0.34301181102362205,5,500.0,False,False,-1.5
1,75,2,1199,3,1,8,0.1430274135876043,0.2634088200238379,0.5935637663885578,3,360.0,True,True,-1.5
1,76,0,1626,5,2,4,0.28987854251012146,0.2582995951417004,0.4518218623481781,4,391.0,True,False,2.0
1,77,1,2711,3,8,5,0.3944069431051109,0.22131147540983606,0.38428158148505304,5,637.0,True,False,-3.5
1,78,2,1443,1,3,4,0.17294685990338166,0.26956521739130435,0.557487922705314,4,408.0,True,True,-2.5
1,79,2,1529,2,6,3,0.236745886654479,0.45429616087751373,0.30895795246800734,4,435.0,False,False,-2.5
1,80,1,1521,2,6,5,0.2356164383561644,0.4557077625570776,0.308675799086758,3,426.0,True,True,-3.5
1,81,2,1366,4,2,6,0.25,0.33263598326359833,0.41736401673640167,4,410.0,True,True,0.0
1,82,0,1473,2,4,5,0.6077199281867145,0.12477558348294435,0.26750448833034113,3,359.0,False,True,-2.5
1,83,0,2773,6,1,3,0.42120075046904315,0.19606003752345216,0.3827392120075047,5,641.0,True,True,4.0
1,84,0,1842,5,4,3,0.4772200772200772,0.21544401544401545,0.3073359073359073,4,547.0,True,True,1.5
1,85,0,1555,5,1,2,0.21159420289855072,0.4618357487922705,0.32657004830917874,3,520.0,True,False,3.5
1,86,1,1566,1,6,2,0.338160136286201,0.2879045996592845,0.3739352640545145,5,392.0,True,False,-3.0
1,87,2,946,5,2,10,0.24,0.162,0.598,3,446.0,True,True,-1.0
1,88,2,925,3,4,8,0.2420091324200913,0.0,0.7579908675799086,2,268.0,True,True,-3.0
1,89,0,2980,3,1,4,0.26338147833474934,0.3725573491928632,0.36406117247238745,9,626.0,False,False,0.5
1,90,2,1649,6,2,3,0.2701195219123506,0.5553784860557769,0.1745019920318725,5,394.0,False,False,3.5
1,91,2,1818,2,3,1,0.27785515320334264,0.23537604456824512,0.48676880222841223,4,382.0,False,True,0.0
1,92,2,955,6,4,10,0.0,0.5865051903114187,0.4134948096885813,3,377.0,True,False,-1.0
1,93,1,1211,1,10,3,0.2508551881413911,0.3637400228050171,0.38540478905359177,3,334.0,True,False,-5.5
1,94,0,2034,2,1,3,0.38149253731343286,0.23761194029850746,0.3808955223880597,5,359.0,False,True,0.0
1,95,1,1962,1,4,2,0.14505672609400325,0.5,0.3549432739059968,4,728.0,True,True,-2.0
1,96,2,2560,2,3,4,0.11327014218009479,0.5379146919431279,0.34881516587677724,6,450.0,True,False,-1.5
1,97,0,1041,6,4,2,0.47229551451187335,0.23614775725593667,0.29155672823219,3,283.0,True,True,3.0
1,98,1,1297,1,6,2,0.3939393939393939,0.30303030303030304,0.30303030303030304,3,637.0,True,False,-3.0
1,99,2,1400,4,1,5,0.37395833333333334,0.290625,0.33541666666666664,5,440.0,True,False,1.0
2,0,1,2933,5,3,2,0.2651201325600663,0.14871582435791217,0.5861640430820215,5,519.0,False,False,2.5
2,1,1,1965,2,4,3,0.4224082421120412,0.14166130070830651,0.4359304571796523,5,412.0,True,False,-1.5
2,2,2,1469,2,3,5,0.2193877551020408,0.32227891156462585,0.4583333333333333,3,293.0,True,True,-2.0
2,3,0,1376,4,2,1,0.4222222222222222,0.0,0.5777777777777777,2,341.0,True,False,2.5
2,4,0,1910,4,2,3,0.3951841359773371,0.33640226628895187,0.26841359773371104,4,498.0,True,True,1.5
2,5,1,1331,4,5,3,0.48556701030927835,0.3907216494845361,0.12371134020618557,4,361.0,True,False,0.0
2,6,1,2662,3,4,2,0.019569471624266144,0.8498043052837574,0.13062622309197652,5,618.0,True,True,0.0
2,7,1,2087,2,4,1,0.0,0.6972530683810637,0.3027469316189363,3,376.0,True,True,-0.5
2,8,0,1911,5,1,2,0.516309412861137,0.22273998136067102,0.26095060577819196,3,838.0,True,True,3.5
2,9,2,2071,1,2,4,0.18302540415704388,0.33371824480369516,0.48325635103926096,4,339.0,True,True,-2.0
2,10,1,2051,3,4,2,0.2778119237861094,0.379840196681008,0.3423478795328826,5,424.0,True,True,0.0
2,11,2,3873,1,3,4,0.2839506172839506,0.43915343915343913,0.2768959435626102,6,471.0,True,False,-2.5
2,12,1,2511,3,4,5,0.21539183481933363,0.5415297982167996,0.24307836696386673,4,380.0,False,True,-1.5
2,13,2,1389,3,2,4,0.4184149184149184,0.0,0.5815850815850816,2,531.0,True,True,0.0
2,14,0,846,4,3,2,0.5616740088105727,0.0,0.43832599118942733,2,392.0,True,True,1.5
2,15,2,1803,4,2,3,0.2746042670337233,0.24501032346868548,0.4803854094975912,4,350.0,False,True,1.5
2,16,1,997,3,5,2,0.7183098591549296,0.0,0.28169014084507044,2,500.0,True,False,-0.5
2,17,1,1627,4,3,1,0.7886100386100386,0.019305019305019305,0.1920849420849421,3,591.0,False,False,2.0
2,18,1,1458,3,5,2,0.0,0.0,1.0,1,1376.0,True,False,-0.5
2,19,0,1532,2,3,1,0.0,1.0,0.0,1,1093.0,False,False,0.0
2,20,2,1764,2,3,1,0.7071078431372549,0.2928921568627451,0.0,2,948.0,False,False,0.0
2,21,2,1963,1,2,3,0.0,1.0,0.0,1,846.0,True,False,-1.5
2,22,1,1413,3,4,1,0.0,1.0,0.0,1,896.0,True,True,0.5
2,23,0,1294,2,4,3,0.0,1.0,0.0,1,361.0,False,False,-1.5
2,24,0,1796,4,2,3,0.8333333333333334,0.0,0.16666666666666666,2,1436.0,True,True,1.5
2,25,0,1978,4,3,2,0.21070013210039631,0.5918097754293263,0.1974900924702774,4,464.0,True,False,1.5
2,26,1,1139,3,4,2,0.0,1.0,0.0,1,860.0,True,True,0.0
2,27,1,1321,2,5,3,1.0,0.0,0.0,1,823.0,True,False,-2.0
2,28,2,2038,3,2,4,0.0,1.0,0.0,1,1100.0,True,False,0.0
2,29,1,4506,2,4,3,0.18300024078979052,0.42282687214062126,0.39417288706958825,5,353.0,True,True,-1.5
2,30,0,3584,3,2,4,0.3720180528691167,0.46099290780141844,0.16698903932946485,5,482.0,False,False,0.0
2,31,2,1197,2,3,5,0.07168458781362007,0.9283154121863799,0.0,2,918.0,True,False,-2.0
2,32,0,1537,4,2,3,0.0,0.0,1.0,1,1218.0,True,False,1.5
2,33,1,1680,3,4,1,0.3380681818181818,0.2471590909090909,0.4147727272727273,4,624.0,True,False,0.5
2,34,0,1278,2,3,4,0.5365418894830659,0.0,0.46345811051693403,2,717.0,False,True,-1.5
2,35,1,1464,2,5,3,0.43010752688172044,0.06989247311827956,0.5,3,906.0,True,False,-2.0
2,36,0,2592,4,3,1,0.0,0.0,1.0,1,1715.0,True,False,2.0
2,37,2,1748,2,3,4,0.0,0.6348039215686274,0.36519607843137253,2,932.0,True,False,-1.5
2,38,1,2352,3,2,4,0.39949748743718594,0.6005025125628141,0.0,2,1954.0,False,True,0.0
2,39,1,1787,2,4,3,0.0,1.0,0.0,1,1548.0,True,True,-1.5
2,40,2,3253,3,1,2,0.24157660521296884,0.6338207247298157,0.12460267005721551,4,1680.0,False,False,1.5
2,41,2,1195,1,3,4,0.0,0.0,1.0,1,1076.0,True,True,-2.5
2,42,0,983,4,3,2,1.0,0.0,0.0,1,963.0,True,True,1.5
2,43,2,1206,4,2,5,0.07407407407407407,0.07777777777777778,0.8481481481481481,3,936.0,True,True,0.5
2,44,2,838,3,2,5,0.0,0.0,1.0,1,559.0,True,True,-0.5
2,45,1,2115,4,3,5,0.0,1.0,0.0,1,1298.0,False,True,0.0
2,46,2,986,1,2,3,0.0,0.0,1.0,1,966.0,True,True,-1.5
2,47,1,1049,2,4,3,1.0,0.0,0.0,1,789.0,True,False,-1.5
2,48,1,2613,3,4,2,0.1978984238178634,0.5592527729130181,0.2428488032691185,3,900.0,True,True,0.0
2,49,2,1464,3,1,4,0.0,0.0,1.0,1,1444.0,True,True,0.5
2,50,0,2993,4,2,3,0.0,0.0,1.0,1,1718.0,True,False,1.5
2,51,2,2258,1,2,3,0.27438136826783116,0.17467248908296942,0.5509461426491994,3,884.0,True,True,-1.5
2,52,0,1604,4,1,3,0.0,0.48819641170915956,0.5118035882908404,2,545.0,True,False,2.0
2,53,1,1333,4,5,2,0.0,1.0,0.0,1,357.0,True,True,0.5
